"タイトル","説明","品物番号","定価","note",
"舞台演出用　天井埋込型　LED（電球色）　客席ダウンライト　美光色・浅型10H・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ100　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>質量：0.6 kg<br>器具光束：1480 lm　<br>電圧：100～242 V　<br>消費電力：15.5 W　<br>消費効率：95.4 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミ（銀色鏡面仕上）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ100、美光色・浅型10H・広角タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>【適合リニューアルプレート（別売）】埋込穴φ125用NNN80000Z<br>【適合リニューアルプレート（別売）】埋込穴φ150用NNN80003Z<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（0～100％）<br>注）直下近接限度30cm<br>注）適合調光器・適合調光装置と組み合わせてご使用ください。（別売）<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）施工時、埋込高さは100mm以上必要となります。<br>注）断熱施工仕様ではありません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35422K LD9","51700","受注品",
"舞台演出用　天井埋込型　LED（電球色）　客席ダウンライト　美光色・中角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ200　セラメタ150形1灯器具相当　LED 1000形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ200 mm　<br>埋込高：217 mm<br>質量：1.6 kg<br>器具光束：7000 lm　<br>電圧：100～242 V　<br>消費電力：73.6 W　<br>消費効率：95.1 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミ（銀色鏡面仕上）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ200、美光色・中角タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>埋込型<br>中角タイプ<br>●天井面取付専用<br>調光範囲（0～100％）<br>注）直下近接限度30cm<br>注）適合調光器・適合調光装置と組み合わせてご使用ください。（別売）<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）断熱施工仕様ではありません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35402K LD9","169000","受注品",
"舞台演出用　天井埋込型　LED（電球色）　天井反射板ライト　美光色・広角タイプ・光源遮光角40度　調光タイプ（ライコン別売）／埋込穴φ205　コンパクト形蛍光灯FHT42形3灯器具相当　LED 550形","LED（電球色）　<br>色温度：3000 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ205 mm　<br>埋込高：244 mm<br>質量：2.1 kg<br>器具光束：4025 lm　<br>電圧：100～242 V　<br>消費電力：42.5 W　<br>消費効率：94.7 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミ（銀色鏡面仕上）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ205、美光色・広角タイプ・光源遮光角40度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>埋込型<br>広角タイプ<br>●天井音響反射板専用<br>調光範囲（0～100％）<br>●納期および価格については、お取引先にお問い合わせください。<br>注）適合ライトコントロール・調光器と組み合わせてご使用ください。（別売）<br>注）直下近接限度30cm<br>注）断熱施工仕様ではありません。<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）器具は天井裏からの固定が必要です。<br>注）埋込穴径は、φ205～φ210まで対応可能です。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35761K LD9","","受注品",
"舞台演出用　天井埋込型　LED（電球色）　客席ダウンライト　美光色・浅型10H・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ100　コンパクト形蛍光灯FHT42形1灯器具相当　LED 200形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>質量：0.6 kg<br>器具光束：1460 lm　<br>電圧：100～242 V　<br>消費電力：15.5 W　<br>消費効率：94.1 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ100、美光色・浅型10H・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>【適合リニューアルプレート（別売）】埋込穴φ125用NNN80000Z<br>【適合リニューアルプレート（別売）】埋込穴φ150用NNN80003Z<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（0～100％）<br>注）直下近接限度30cm<br>注）適合調光器・適合調光装置と組み合わせてご使用ください。（別売）<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）施工時、埋込高さは100mm以上必要となります。<br>注）断熱施工仕様ではありません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35423K LD9","51700","受注品",
"舞台演出用　天井埋込型　LED（電球色）　客席ダウンライト　美光色・広角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ150　コンパクト形蛍光灯FHT42形3灯器具相当　LED 550形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ150 mm　<br>埋込高：167 mm<br>質量：1.1 kg<br>器具光束：3985 lm　<br>電圧：100～242 V　<br>消費電力：42.5 W　<br>消費効率：93.7 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミ（銀色鏡面仕上）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ150、美光色・広角タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>【適合リニューアルプレート（別売）】埋込穴φ175用NNN80005K<br>【適合リニューアルプレート（別売）】埋込穴φ200用NNN80006K<br>【適合リニューアルプレート（別売）】埋込穴φ250用NNN80007<br>【適合リニューアルプレート（別売）】埋込穴φ300用NNN80008<br>埋込型<br>広角タイプ<br>●天井面取付専用<br>調光範囲（0～100％）<br>注）直下近接限度30cm<br>注）適合調光器・適合調光装置と組み合わせてご使用ください。（別売）<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）断熱施工仕様ではありません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35452K LD9","105000","受注品",
"舞台演出用　天井埋込型　LED（電球色）　客席ダウンライト　美光色・中角タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ200　コンパクト形蛍光灯FHT57形3灯器具相当　LED 750形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ200 mm　<br>埋込高：217 mm<br>質量：1.6 kg<br>器具光束：5510 lm　<br>電圧：100～242 V　<br>消費電力：59.1 W　<br>消費効率：93.2 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>【反射板（下部）】アルミ（銀色鏡面仕上）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ200、美光色・中角タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>埋込型<br>中角タイプ<br>●天井面取付専用<br>調光範囲（0～100％）<br>注）直下近接限度30cm<br>注）適合調光器・適合調光装置と組み合わせてご使用ください。（別売）<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）断熱施工仕様ではありません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35472K LD9","135000","受注品",
"舞台演出用　天井埋込型　LED（電球色）　客席ダウンライト　美光色・拡散タイプ・光源遮光角30度　調光タイプ（ライコン別売）／埋込穴φ150　コンパクト形蛍光灯FHT42形3灯器具相当　LED 550形","LED（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率85％）<br>埋込穴径：φ150 mm　<br>埋込高：167 mm<br>質量：1.1 kg<br>器具光束：3900 lm　<br>電圧：100～242 V　<br>消費電力：42.5 W　<br>消費効率：91.7 lm/W<br>【反射板（上部）】プラスチック（ホワイト）<br>調光方式：PWM（PC）<br>天井埋込型、埋込穴φ150、美光色・拡散タイプ・光源遮光角30度<br>Ra95<br>【適合調光器（別売）】ライトマネージャーFx NQ28861K<br>【適合調光器（別売）】ライトマネージャーFx NQ28841K<br>【適合調光器（別売）】信号線式ライコンNQ21505<br>【適合調光器（別売）】信号線式ライコンNQ21502<br>【適合調光装置（別売）】調光ユニットパネル<br>【適合調光装置（別売）】FDUシリーズ壁据置型調光装置<br>【適合調光装置（別売）】WDUシリーズ壁付型調光装置<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72380K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72340K<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72385<br>【適合調光装置（別売）】DMX-PWM信号変換器NNQ72345<br>【適合リニューアルプレート（別売）】埋込穴φ175用NNN80005K<br>【適合リニューアルプレート（別売）】埋込穴φ200用NNN80006K<br>【適合リニューアルプレート（別売）】埋込穴φ250用NNN80007<br>【適合リニューアルプレート（別売）】埋込穴φ300用NNN80008<br>埋込型<br>拡散タイプ<br>●天井面取付専用<br>調光範囲（0～100％）<br>注）直下近接限度30cm<br>注）適合調光器・適合調光装置と組み合わせてご使用ください。（別売）<br>注）信号線式ライコンNQ21505、NQ21502のツマミで消灯させる場合は、切替スイッチを「3」に設定してください。<br>注）ライトコントロールNQ21506でも調光可能ですが、消灯操作はライトコントロールの電源スイッチで行ってください。<br>注）断熱施工仕様ではありません。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ35453K LD9","105000","受注品",